datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
2003-10-16 18:30:00,buckeye lake,oh,us,light,120,2 mins,Weird lights in the early evening sky around Buckeye Lake and thornville area,2003-10-17,39.9336111,-82.4725
2003-10-16 18:46:00,easton,pa,us,unknown,120,2 minutes,An object  was seen hovering above a suburban neighborhood.,2010-11-21,40.6883333,-75.2211111
2003-10-16 20:17:00,pinos altos,nm,us,unknown,1.2,1.5 - 2.0 sec.,Very unusual atmospheric entry of unknown Craft.,2003-10-31,32.8633333,-108.2208333
2003-10-16 22:30:00,sumner,wa,us,changing,6300,45 min-1hr.,Odd lights and shapes in Sumner&#44 Washington,2003-10-31,47.2033333,-122.2391667
2004-10-16 00:10:00,northampton (uk/england),,gb,light,1800,30 mins(approx),Disco Lights over Northampton&#44 UK.,2007-04-27,52.25,-0.883333
2004-10-16 03:00:00,whitmire,sc,us,unknown,60,1 minute,I was camping alone in my treehouse for deer hunting when I heard a VERY weird sound of a low and slow flying object.,2004-10-27,34.5027778,-81.6116667
2004-10-16 03:30:00,savannah,ga,us,light,30,about 30 seconds,Red blinking light appears three times&#44 changing speed and direction many times before fading away.,2004-10-27,32.0833333,-81.1
2004-10-16 04:00:00,coulee dam area,wa,,light,2700,45 min.,un explainable lights moving irradically &#44 changing color and spliting into two lights separated by at least 100 ft.,2004-10-27,47.941709,-119.004696
2004-10-16 09:20:00,wheeling,il,us,unknown,45,45 secs,I saw an object with bright lights in the sky &#44 at first i thought it was a airplane.But&#44 it looked wird like it was a flying car&#44 with,2004-10-27,42.1391667,-87.9288889
2004-10-16 18:30:00,san diego,ca,us,changing,300,5 minutes,white lights w/ sm. blinking red light&#44 changing and waving like a firecracker&#44 changing erratically&#44 expanding and contracting.,2004-10-27,32.7152778,-117.1563889
2004-10-16 19:00:00,fort wayne,in,us,flash,60,1 minute,Bright white flashes by the Radio and TV towers in Fort Wayne&#44 Indiana,2004-10-27,41.1305556,-85.1288889
2004-10-16 23:00:00,big cypress preserve,fl,,circle,10,10 seconds,I was driving west/north on interstate 75 between Ft. Lauderdale and Naples.  Over the median about 75 feet above ground&#44 there was a r,2004-10-27,25.901107,-81.321402
2004-10-16 23:00:00,chandler,az,us,fireball,600,10 minutes,A fireball shooting across the sky,2005-09-02,33.3061111,-111.8405556
2004-10-16 23:30:00,pineville,ky,us,unknown,60,1 minute,It was around 11:30 pm and I saw rising up behind the trees a multi colored object.  One  light was flashing&#44  it happened so fast.,2004-10-27,36.7619444,-83.695
2005-10-16 02:20:00,chicago,il,us,light,1800,30 minutes,Multicolored strange object over Chicago.  ((NUFORC Note:  Possible twinkling star.  PD)),2005-10-20,41.85,-87.65
2005-10-16 02:25:00,modesto,ca,us,oval,5,5 seconds,Strange Bright Green Light moving through sky near Modesto CA at 2:25 am... visible from I-5 on the left horizon. Very nearby,2005-10-20,37.6391667,-120.9958333
2005-10-16 06:28:00,daytona beach,fl,us,light,1200,20 min,We were picnicking on a pier over the beach as the tide was high and the water engulfed the entire beach.  We had layed down on the bla,2005-10-20,29.2105556,-81.0230556
2005-10-16 08:45:00,north zulch,tx,us,circle,900,15 minutes,((NUFORC Note:  Probable sighting of Mars.  PD))  I was outside last night packing our truck at our ranch in Texas&#8230;,2005-10-20,30.9175,-96.1080556
2005-10-16 10:00:00,porterville,ca,us,circle,1200,15-20 mins,big red ball like object with littler star like objects zooming around,2005-10-20,36.0652778,-119.0158333
2005-10-16 10:30:00,virginia beach,va,us,unknown,60,1 minute,Sighting in Virginia Beach near Pungo,2005-10-20,36.8527778,-75.9783333
2005-10-16 17:39:00,rosthern (canada),sk,ca,cylinder,120,2 minutes,Oct/ 16 sun 2005; Me and my daughter and while on the way home from a convience store saw a silver sparkle in the sky; it was a clear e,2005-10-20,52.65,-106.333333
2005-10-16 18:15:00,colorado springs,co,us,triangle,120,2 min.,Black triangle spotted in Pikes Peak region and slowly fades from sight.,2005-12-16,38.8338889,-104.8208333
2005-10-16 19:15:00,anderson,sc,us,triangle,120,1-2 minutes,Dark&#44 soundless object low in the sky over Anderson&#44 SC; looked like huge black helium balloon?,2005-10-20,34.5033333,-82.6502778
2005-10-16 19:30:00,saint clair shores,mi,,other,2400,40 min,((NUFORC Note:  Possible twinkling star?  PD))  thought it could have been a star low in the horizon   or satellite or space junk.,2005-10-20,42.495556,-82.900278
2005-10-16 19:46:00,santa maria,ca,us,oval,60,1 minute,Dark oval like shape moving both fast and slow at night.,2005-10-20,34.9530556,-120.4347222
2005-10-16 19:48:00,santa maria,ca,us,,60,1 minute,Experienced observer witnesses a strange&#44 amorphous&#44 unlighted object streak across the sky&#44 stop&#44 and then simply disappear.,2005-10-20,34.9530556,-120.4347222
2005-10-16 21:00:00,boulder,co,us,light,600,about 10 mins,It was around 9pm and I was at just going out side for a cigg. break. And i looked up in the sky and seen a bright red and yellow light,2005-10-20,40.015,-105.27
2005-10-16 21:20:00,westland,mi,us,formation,120,2 minutes,there were intersecting lights with nothing holding them together and no sound,2005-10-20,42.3241667,-83.4002778
2005-10-17 00:00:00,ventura,ca,us,oval,2400,40 mins.,It was Saturday evening October 16&#44 2005. I myself have never in the past seen anything like this or any other UFO&#39s. I still don&#39t kno,2005-11-03,34.2783333,-119.2922222
2006-10-16 00:00:00,leavenworth,wa,us,circle,7200,2+hrs,On Nov. 16&#44 2006 as I saw this large object with a circumference of approximately ten feet.  ((NUFORC Note:  Possible star??  PD)),2006-12-07,47.5963889,-120.6602778
2006-10-16 04:30:00,st. joseph,mi,us,light,30,30 seconds,Two bright gold light tails moving west toward Lake Michigan in early morning hours.  Moved in formation&#44 very quickly and low in sky.,2007-02-01,42.1097222,-86.48
2006-10-16 18:40:00,puyallup,wa,us,light,60,1:00,extreme bright light,2006-10-30,47.1855556,-122.2916667
2006-10-16 19:00:00,plainview,tx,us,other,5,5 seconds,UFO more than a glow 10-19-2006 From the Plainview Daily Herald 10/19/2006 By KEVIN LEWIS  Herald Editor  Mark Harmon promises he&#8217;s not,2006-10-30,34.1847222,-101.7063889
2006-10-16 21:05:00,groveland,fl,us,oval,1860,31 minutes,We were traveling west on FL State Road 50 at about 60mph through Lake County Florida on Sunday&#44 October 15th 2006. We had just passed,2006-10-30,28.5577778,-81.8513889
2006-10-16 21:05:00,silver city,nm,us,flash,900,15 minutes,Very faint flashing strobe.,2006-10-30,32.77,-108.2797222
2006-10-16 21:30:00,gloucester,ma,us,cone,600,5-10 minutes,Orange light hovering over ocean,2007-08-07,42.6158333,-70.6625
2006-10-16 23:15:00,nantucket,ma,us,circle,30,30 seconds,Brilliant white light,2006-12-07,41.2833333,-70.1
2007-10-16 04:45:00,tokyo (japan),,,light,15,15 sec,Circular object with 3 bright white lights attached,2007-11-28,35.689488,139.691706
2007-10-16 06:55:00,wheaton,md,us,light,60,<1minute,Moving point of light in vicinity of Wheaton/Glenmont Metro,2007-11-28,39.0397222,-77.0555556
2007-10-16 12:00:00,ontario (canada),on,,,900,10-15 minutes,Stationary object.,2007-11-28,51.253775,-85.323214
2007-10-16 14:25:00,ridgefield,ct,us,sphere,15,15 seconds,spherical shiny metallic object over Ridgefield skies,2007-11-28,41.2813889,-73.4986111
2007-10-16 15:00:00,kingston,ny,us,light,3,3 secs.,Ball of light moves slowly behind a tree &amp; disappears.,2007-11-28,41.9269444,-73.9977778
2007-10-16 19:00:00,southbridge,ma,us,disk,120,few minutes,crazey dident expect it stil dont no wat to say seen it above a few trees nothing else around andd then it wasent there,2008-04-17,42.075,-72.0338889
2007-10-16 19:30:00,utica,ny,us,triangle,10,10 seconds,Triangular object seen near Interstate 90&#44 in Utica&#44 NY,2007-11-28,43.1008333,-75.2330556
2007-10-16 19:55:00,leeds (uk/england),,gb,fireball,300,5 minutes,Golden light ball / craft in the sky,2007-11-28,53.8,-1.583333
2007-10-16 20:00:00,gulf of mexico,tx,,oval,2,seconds,Oct. 2007 I was on a cruise in middle of the Gulf of Mexico and took this picture.,2008-10-31,27.716432,-97.328818
2007-10-16 21:10:00,marysville,wa,us,light,480,8 min,multiple lights moving across the sky north to south/southeast,2007-11-28,48.0519444,-122.1758333
2008-10-16 00:53:00,new salisbury,in,us,other,30,30sec.,Square UFO spotted aprox. thirty miles from Fort Knox.,2008-10-31,38.3136111,-86.095
2008-10-16 00:55:00,woodland,ca,us,light,150,2.5 min,Strange Pulsating Red Light Vanishes Without A Trace&#44,2008-10-31,38.6786111,-121.7722222
2008-10-16 17:25:00,lindale,tx,us,chevron,50,50 sec,Saw a mirror-colored craft that I have never seen the likes of.,2009-01-10,32.5155556,-95.4091667
2008-10-16 19:35:00,avon,oh,us,oval,300,5 minutes,Oblong UFO with red/white lights (Elyria&#44 OH),2008-10-31,41.4516667,-82.0355556
2008-10-16 20:00:00,hart,mi,us,light,900,15 minutes,VERY bright red-orangish light seen over silver lake---Lake Michigan Area,2008-10-31,43.6983333,-86.3638889
2008-10-16 20:00:00,havelock,nc,us,fireball,1,>1 second,Bright&#44 white&#44 extremely large meteor-like object seen in night sky.,2008-10-31,34.8788889,-76.9016667
2008-10-16 21:10:00,st. george,ut,us,unknown,120,2 minutes,Bright balls of light over St. George and near the radio tower,2008-10-31,37.1041667,-113.5833333
2008-10-16 23:00:00,murrells inlet,sc,us,fireball,420,5-7 mins,Orange lights in the sky hover over the SC coast near Myrtle Beach.,2008-10-31,33.5508333,-79.0416667
2009-10-16 00:00:00,kissimmee,fl,us,triangle,1800,30 min,Silver&#44 Triangular Craft with White Lights Seen over Kissimmee&#44 Florida October 16&#44 2009,2009-12-12,28.2916667,-81.4077778
2009-10-16 01:00:00,los angeles,ca,us,light,3600,1 hour +,Los Angeles 1:00 am red blue green and white light standing still for hour and a half.  ((NUFORC Note:  Twinkling star??  PD)),2009-12-12,34.0522222,-118.2427778
2009-10-16 03:32:00,coral springs,fl,us,unknown,120,2 minutes,black light odd shape of an owl looking thing,2009-12-12,26.2708333,-80.2708333
2009-10-16 05:19:00,tulsa,ok,us,light,50,45-50 seconds,Two bright&#44 motionless lights in Tulsa&#39s northern sky.,2009-12-12,36.1538889,-95.9925
2009-10-16 07:02:00,pomona,ca,us,unknown,2,2 seconds,Object moving at what looked like warp speed with trailing white tail,2009-12-12,34.0552778,-117.7513889
2009-10-16 13:00:00,garden grove,ca,us,triangle,120,a few minutes,Triangle shape&#44 broken into three discoid or round objects&#44 shinny like polished stainless,2009-12-12,33.7738889,-117.9405556
2009-10-16 15:50:00,san jose,ca,us,light,120,2 min,BRIGHT LIGHTS IN SKY OVER SAN JOSE CALIF.,2009-12-12,37.3394444,-121.8938889
2009-10-16 19:30:00,selby (uk/england),,gb,changing,240,4 minutes,A orange splatter shaped light hovering in one place for about 4 minutes&#44 slightly moving around but staying in round about the same sp,2009-12-12,53.783333,-1.066667
2009-10-16 20:00:00,laporte,in,us,light,300,5 minutes maybe longer,balls of light discharged from another ball of light in the night sky,2009-12-12,41.6105556,-86.7225
2009-10-16 20:00:00,rowlett,tx,us,circle,1500,25 minutes,I live in Rowlett&#44 TX and on October 16&#44 2009 I saw a circular bright object that pulsated with multiple colors within it.,2009-12-12,32.9027778,-96.5636111
2009-10-16 21:00:00,casa grande (near),az,us,triangle,10800,3 hours,upt of 4 ambers lights at once that seemd to join up at one point glowed bright at times then dimmer,2009-12-12,32.8794444,-111.7566667
2009-10-16 21:30:00,melksham&#44 wiltshire (uk/england),,,circle,120,2 mins,Bright orange light moved across the sky&#44 no noise then disappeared,2009-12-12,51.370447,-2.137629
2009-10-16 22:00:00,haltom,tx,,light,1800,30 mins,There were strange revolving lights in Haltom&#44 TX on the night of October 16.  ((NUFORC Note:  Advertising lights??  PD)),2009-12-12,30.415128,-94.88732
2009-10-16 22:00:00,sugar land,tx,us,triangle,10,10 seconds,Shifting triangular shape object&#44 very high rate of speed&#44 high altitude&#44 traveling due north to south.,2009-12-12,29.6194444,-95.6347222
2009-10-16 22:35:00,oakham&#44 rutland (uk/england),,,light,40,40 seconds,Oakham,2009-12-12,52.669563,-0.726625
2010-10-16 00:00:00,caswell,nc,,light,3600,1 hour,it was not a air craft it moved to slow,2010-11-21,36.386022,-79.290213
2010-10-16 00:30:00,arcadia,ca,us,light,45,45 seconds,I saw a white bright light ball flying in Arcadia&#44 CA which was also seen by my fiance and friend.,2010-11-21,34.1397222,-118.0344444
2010-10-16 01:00:00,yakima,wa,us,other,7200,2 hrs,orb&#39s in yakima do not dissapoint,2010-11-21,46.6022222,-120.5047222
2010-10-16 01:55:00,gibson,ga,us,other,3600,1 hour,Red and blue flickering lights with a white light that gets blocked occasionally by the object hovering in the same spot directly above,2010-11-21,33.2333333,-82.5955556
2010-10-16 15:00:00,cullman,al,us,sphere,600,10 minutes,Silver spheres that were above us&#44 then disappeared and several minutes later a military jet was flying over the same space.,2010-11-21,34.1747222,-86.8436111
2010-10-16 16:36:00,troutville,va,us,sphere,60,1:00,Unknown Reflective Sphere in Troutville Virginia Stalking Aircraft,2010-11-21,37.4180556,-79.875
2010-10-16 18:00:00,greeley,co,us,sphere,600,10min,round metal ball haning north west of Greeley,2010-11-21,40.4233333,-104.7086111
2010-10-16 18:00:00,salem,or,us,sphere,480,6-8 minutes,Single round black sphere hovering with white clouds in the background.,2010-11-21,44.9430556,-123.0338889
2010-10-16 18:00:00,troutville,va,us,sphere,60,1 minute,Shiney sphere gets brighter then fades out.,2010-11-21,37.4180556,-79.875
2010-10-16 21:38:00,port saint lucie,fl,us,changing,180,2-3 min,red ball over port saint lucie florida,2010-11-21,27.2936111,-80.3505556
2010-10-16 22:00:00,columbus,oh,us,unknown,300,5 minutes,A line of 5-6 red lights moving slowly&#44 not making any noise passed over us. Could not tell if the lights were connected to anything.,2010-11-21,39.9611111,-82.9988889
2010-10-16 22:00:00,meredith,nh,us,light,3600,60 minutes,red/white twinkling light in eastern NH sky.  ((NUFORC Note:  Sighting of a celestial body?  PD)),2010-11-21,43.6575,-71.5008333
2010-10-16 22:30:00,charlivox,mi,,cigar,30,30 seconds,We where setting on the edge of a corn field looking east north east over a meadow calling coyotes. clear night half moon&#44 no clouds.,2010-11-21,45.318063,-85.2584
2010-10-16 22:30:00,pittsburgh,pa,us,formation,60,1 minutes,A large fast moving V formation of lights.  Appeared to be one craft&#44 no sound.  Was only visible from my vantage point for about a min,2010-11-21,40.4405556,-79.9961111
2010-10-16 22:45:00,rochester,mn,us,circle,10,10 seconds,Very bright circle that suddenly disappeared,2010-11-21,44.0216667,-92.4697222
2011-10-16 01:30:00,bridgewater,nj,,fireball,60,1 minute,flaming moving object in NJ,2011-10-19,40.623333,-74.601111
2011-10-16 06:30:00,orlando,fl,us,cylinder,1200,15-20minutes,I saw a dark rectangular object with three bright lights hovering in the sky for about 5-10 minutes before it transformed and flew off,2011-10-19,28.5380556,-81.3794444
2011-10-16 08:07:00,surfside beach,sc,us,oval,1800,roughly 30 minutes,Color changing oval moving very slowly&#44 (sometimes even stopping for minutes at a time&#44) through the sky,2011-10-19,33.6058333,-78.9733333
2011-10-16 11:40:00,gainesville,ga,us,disk,1800,30 minutes,Disk or saucer shaped craft with amazing bright lights on it which lit up the sky and the side of my home in Georgia.,2011-10-25,34.2977778,-83.8241667
2011-10-16 18:08:00,rosamond,ca,us,sphere,120.1,2 min. 10 sec.,Early evening glowing object seen in flight over valley,2011-10-19,34.8641667,-118.1625
2011-10-16 19:00:00,saugus,ma,us,diamond,300,5 minutes,4 Sightings in 2 weeks,2011-10-19,42.4647222,-71.0105556
2011-10-16 19:30:00,gaia,,,circle,600,10 miutes,Blue light ufo making strange movements,2011-10-25,13.075418,-59.493768
2011-10-16 19:30:00,omaha,ne,us,unknown,180,3 min approx,reddish orange lights traveling in same path from Northwest to South in Omaha&#44 NE,2011-10-19,41.2586111,-95.9375
2011-10-16 19:45:00,matteson,il,us,circle,900,15 mins,A bright blue light all around it and a red light under it.&#44 it was not moving for about 10mins after that started moving very slow,2011-10-25,41.5038889,-87.7130556
2011-10-16 20:30:00,fort wayne,in,us,circle,60,1 min.,My 3-year-old child&#44 a friend and myself were sitting outside on my porch at our new home together one evening.  It was a pretty chilly,2011-10-25,41.1305556,-85.1288889
2011-10-16 20:45:00,slidell,la,us,oval,60,1 minute,Red lighted solid object.,2011-10-19,30.275,-89.7811111
2011-10-16 21:00:00,cedar city,ut,us,unknown,1200,10 to 20 min,Bright light over Cedar City Utah nightly around 8pm.  ((NUFORC Note:  Possible sighting of a star&#44 we suspect.  PD)),2011-10-19,37.6775,-113.0611111
2011-10-16 21:30:00,athens,ga,us,light,600,10 minutes,Close bright light with hovering trajectory in Athens&#44 GA.,2011-10-19,33.9608333,-83.3780556
2011-10-16 21:45:00,palmer lake,co,us,chevron,13,13 seconds,Triangle shape moves across sky north of the US Airforce Academy,2011-10-25,39.1222222,-104.9166667
2011-10-16 22:00:00,clinton,ms,us,circle,120,2 mins,morphing white blinking light that turn into circle of colored lights,2011-10-25,32.3413889,-90.3216667
2011-10-16 22:00:00,greensboro,nc,us,unknown,60,<1 minute,2 speeding orange-red lights&#44 zigzagging&#44 with one seemingly bouncing off the other a few times.,2013-02-18,36.0725,-79.7922222
2011-10-16 22:30:00,springdale,ar,us,oval,60,1 min,Big gray mass fly very fast across entire sky.,2011-10-19,36.1866667,-94.1286111
2012-10-16 01:00:00,rochester,ny,us,teardrop,5,5 seconds,White teardrop light came out of nowhere and disappeared right over LAKE AVE.,2012-10-30,43.1547222,-77.6158333
2012-10-16 02:00:00,cedar rapids,ia,us,triangle,1800,30 minutes,An object in the sky moved gradually&#44 hovering at times&#44 flashing red&#44 blue and white lights  for 30 + minutes&#44 2 nights in a row.,2012-10-30,42.0083333,-91.6438889
2012-10-16 03:00:00,englewood,fl,us,light,900,15 minutes,Slowly flashing white light in space or possibly low earth orbit.,2012-10-30,26.9616667,-82.3527778
2012-10-16 05:35:00,gunnison,co,us,flash,120,1-2 minutes,Strange lights observed at Castle Mountain area of Gunnison,2012-10-30,38.5458333,-106.9247222
2012-10-16 10:00:00,piney flats,tn,us,cylinder,3600,1+ hour,Rotating cylinder climbing vertically in sky,2012-10-30,36.4194444,-82.3041667
2012-10-16 11:30:00,johnson city,tn,us,cylinder,3600,1 hour,Observed tube extend from cylinder shaped object on 10/16/2012 on clear day,2012-11-19,36.3133333,-82.3536111
2012-10-16 11:45:00,johnson city,tn,us,cylinder,420,7 minutes,Silver&#44 slowly rotating&#44 pole shaped object - broad daylight,2012-10-30,36.3133333,-82.3536111
2012-10-16 12:10:00,johnson city,tn,us,cylinder,1200,20 minutes,Metallic cylindrical object seen hovering over Johnson City&#44 TN.,2012-10-30,36.3133333,-82.3536111
2012-10-16 14:34:00,st. paul,va,us,sphere,600,10 minutes,Sphere observed in Frying Pan section of Russell Co&#44 VA,2012-10-30,36.9052778,-82.3111111
2012-10-16 15:00:00,williamson,wv,us,cylinder,7200,2 hours,An object was spotted hovering near Williamson&#44 W.Va. during the daytime witnessed by many.,2012-10-30,37.6741667,-82.2775
2012-10-16 15:30:00,burlington,ia,us,triangle,360,5-6 minutes,10-23-2012 Burlington Iowa  multiple traingular and saucer shape ufos seen over Mississippi river on 10-16-2012 at 15:30,2012-10-30,40.8075,-91.1127778
2012-10-16 16:30:00,belfry,ky,us,cylinder,3600,1 hour,Very large mirrored object seen in the sky for over an hour,2012-10-30,37.6202778,-82.2691667
2012-10-16 18:20:00,tolland,ct,us,circle,60,1 minute,Strange object in the sky following a plane.,2012-10-30,41.8713889,-72.3691667
2012-10-16 19:00:00,boston,ma,us,light,300,3-5 minutes,I was outside in the parking lot in jamaicaplain neibourhood.It was 7:05pm and it was dark.Accidentally i saw in the sky and the sky wa,2012-10-30,42.3583333,-71.0602778
2012-10-16 19:11:00,gold coast (australia),,au,egg,45,45 seconds,Orb shaped UFO &#44 red and blue flare out,2012-10-30,-28.00029,153.430878
2012-10-16 20:00:00,myerstown,pa,us,light,30,30 seconds,Yellow orangish lights.,2012-10-30,40.3744444,-76.3030556
2012-10-16 20:10:00,desert hot springs,ca,us,other,10800,3 hours,Multiple UFO&#39s and 3 different type of craft observed simultaneously over Joshua Tree National Park and the Coachella Valley&#44 CA.,2012-10-30,33.9611111,-116.5008333
2012-10-16 20:30:00,orlando,fl,us,sphere,40,30-40 seconds,Orange glowing sphere seen by 4 adults in East Orlando.,2012-10-30,28.5380556,-81.3794444
2012-10-16 20:40:00,wrightsville beach,nc,us,triangle,20,15-20 seconds,Triangular Shaped Craft over Wrightville Beach&#44 North Carolina,2012-10-30,34.2083333,-77.7966667
2012-10-16 21:00:00,lyndonville,vt,us,fireball,60,1 minute,2 Orange fireballs floating quickly down rte 5,2012-10-30,44.5336111,-72.0036111
2012-10-16 22:00:00,wooster,oh,us,rectangle,30,30 seconds,Huge&#44 quiet object over central Ohio,2012-10-30,40.805,-81.9352778
2012-10-16 22:15:00,atlanta,ga,us,light,15,15 seconds,Verified oddity,2012-10-30,33.7488889,-84.3880556
2012-10-16 22:30:00,olympia,wa,us,light,2,2 seconds max,Big&#44 bright&#44 white&#44 oval light with a blue flash falling fast in the sky over Olympia&#44 WA,2012-10-30,47.0380556,-122.8994444
2012-10-16 23:30:00,vineland (canada),on,,triangle,480,8 minutes,Triangle of 3 very bright white lights hovering over Victoria ave and south service road,2012-10-30,43.151355,-79.39277
2013-10-16 00:15:00,bath,pa,us,light,60,1 minute,Bright&#44 stationary&#44 flickering orange light slowly dimming until no longer visible.,2013-10-23,40.7255556,-75.3944444
2013-10-16 08:40:00,spencer,in,us,formation,600,10 minutes,Pulsating red lights in formation.,2013-10-23,39.2866667,-86.7625
2013-10-16 18:50:00,carlisle,pa,us,cigar,420,7 minutes,Straight pink light traveling across sky.,2013-10-23,40.2013889,-77.1891667
2013-10-16 19:05:00,oakdale,mn,us,formation,600,10 minutes,White in nature - one varied to red.,2013-10-23,44.9630556,-92.9647222
2013-10-16 19:15:00,new bedford,ma,us,light,600,10 minutes,Multiple orange lights traveling in formation quietly at low speed &amp; seemed to all disappear at the same spot.,2013-10-23,41.6361111,-70.9347222
2013-10-16 19:30:00,queen creek,az,us,unknown,600,10 minutes,Flashing lights that turned into a steady burning ball and then vanished.,2013-10-23,33.2486111,-111.6336111
2013-10-16 20:15:00,amelia,oh,us,circle,2,2 seconds,Flash of light than a fast red light across the sky heading southwest.  No tail like a shooting star or comet. Appeared to low and WAY,2013-10-23,39.0283333,-84.2177778
2013-10-16 20:23:00,sacramento,ca,us,circle,60,1 minute,2 orb-like craft witnessed over Carmichael area of Sacramento.,2013-10-23,38.5816667,-121.4933333
2013-10-16 20:57:00,fort worth,tx,us,cylinder,180,3 minutes,Me and a friend of mine were driving down Alemeda St between Westpoint Blvd and Academy Blvd when we saw an orange orb in the sky. Once,2013-10-23,32.7252778,-97.3205556
2013-10-16 21:20:00,surfside/myrtle beach,sc,,fireball,60,60 seconds,Slow moving firey ball spotted at surfside beach sc.,2013-10-23,33.629974,-78.964882
2013-10-16 21:30:00,globe,az,us,other,1500,25 minutes,Six objects each consisting of an arc shaped pattern of 7 lights spotted near Globe&#44 AZ.,2013-11-11,33.3941667,-110.7858333
2013-10-16 21:40:00,indianapolis,in,us,circle,300,5 minutes,I was driving West on McGregor Road. I seen two orange balls on light. When the one on the left got close to the one on the right it go,2013-10-23,39.7683333,-86.1580556
2013-10-16 22:30:00,south weber,ut,us,egg,3,3 seconds,Bright egg shaped green light fly across the sky in 2-3 seconds.,2013-10-23,41.1325,-111.9294444
2013-10-16 22:45:00,payette,id,us,other,180,3 minutes,My wife and i took two pictures of seven orbs moving slowly across the sky.,2013-10-23,44.0783333,-116.9327778
2013-10-16 22:57:00,meridian,id,us,formation,300,5 minutes,W Shape Formation&#44 Meridian&#44 ID.,2013-10-23,43.6122222,-116.3905556
1965-10-17 19:15:00,la jolla,ca,us,disk,5,4-5 seconds,(Quoting from a report made separatly by each of us less than 1 hour from the happening) &quot;My wife and I saw 4 UFO&#39s flying in half wing,2005-04-16,32.8472222,-117.2733333
1965-10-17 19:15:00,la jolla,ca,us,disk,6,about 6 seconds,Four UFO&#39s fly in open daylight&#44 close by&#44 and with no sound whatever.  They did not seem the least bit concerned at being plainly seen,2001-04-01,32.8472222,-117.2733333
1967-10-17 23:00:00,cherokee village,ar,us,circle,2100,35 minutes,Bright light - 12ft Sphere,2006-03-11,36.2977778,-91.5158333
1973-10-17 23:30:00,montgomery,al,us,light,900,15 minutes,Lights appear out of the woods and chase vehicle.,2008-02-14,32.3666667,-86.3
1975-10-17 19:00:00,greenwich,ct,us,circle,600,10 minuts,i made me feel it was a living thing.  that it was alive,2009-12-12,41.0263889,-73.6288889
1986-10-17 17:00:00,eglin afb,fl,,disk,180,3 minutes,My father and I witnessed a  UFO at Eglin AFB.,2007-11-28,30.463558,-86.553338
1986-10-17 18:00:00,bartlesville,ok,us,other,600,6-10 minutes,On a fall evening&#44 after returning from a scout meeting I witnessed a object perform some extreemly unusual aerial feats&#44 at at least p,1999-05-24,36.7472222,-95.9805556
1988-10-17 03:30:00,tinker afb,ok,,chevron,300,5 min,5 chevron shaped craft glowing gold flew over tinker airforcebase in oklahoma,2007-11-28,35.417523,-97.387416
1988-10-17 23:00:00,charlotte,mi,us,triangle,600,10 min,It was green&#44 floated in the air and landed about a houndred yards away from me. I tried to duck down. I sat there staring at it for ab,2005-05-11,42.5636111,-84.8358333
1989-10-17 21:00:00,san jose,ca,us,triangle,10,10 sec,Post earthquake flying Triangle gave us a quick visit.,2004-09-09,37.3394444,-121.8938889
1989-10-17 22:30:00,san jose,ca,us,flash,5,5 seconds,A bright flash illuminated a third of the sky originating from a point like a star.,2002-01-11,37.3394444,-121.8938889
1990-10-17 01:30:00,flagler beach,fl,us,triangle,600,10 min,A silent triangle close enough to hit with a thrown object,2005-09-15,29.4747222,-81.1272222
1993-10-17 18:00:00,lihue,hi,us,disk,5400,aprox 60 to 90 mins,Hello Mr. Davenport&#44  I&#39m about to share something with you that happened quite a while ago but yet I have never reported this story wi,2012-09-24,21.9811111,-159.3711111
1994-10-17 10:35:00,kannapolis,nc,us,light,20,20 seconds,brilliant light coming and going,2005-02-08,35.4872222,-80.6219444
1994-10-17 21:30:00,berkshire,ny,us,triangle,600,5-10 minutes,V shaped light formation traveling in a south-west to north-east between Binghamton and Ithaca&#44 NY,2002-11-04,42.3041667,-76.1869444
1995-10-17 01:00:00,brooksville,fl,us,fireball,5,5 seconds,flying fireball streaked past my grandmothers house in the woods 20 feet off the ground moving near 65 mph.,2004-08-11,28.555,-82.3880556
1995-10-17 03:15:00,ponte vedra beach,fl,us,other,180,2-3 minutes,noticed light out of place on way home approached the object was elliptical in shape almost lika football i was apprxmtly 15 yards from,1999-01-28,30.2394444,-81.3858333
1995-10-17 21:38:00,crescent city,ca,us,,300,5 min.,Man witnesses strange white&#44 oval-shaped light being pursued by 2 fast aircraft.  Very high&#44 fast.  Obj dramatically outpaced a/c.,1999-11-02,41.7561111,-124.2005556
1997-10-17 20:00:00,ignacio,co,us,triangle,3600,1 hour,Three triangular shapes with extended &quot;legs&quot; floating southwest over SW Colorado NW New Mexico mountains.,2009-04-14,37.115,-107.6325
1998-10-17 01:30:00,oxnard/camarillo (from&#44 freeway),ca,,flash,10,5-10 seconds,We were two driving south to LA on the 101 freeway through Oxnard. Suddenly the sky lit up in green and bluish flashes.,1998-11-01,34.150068,-119.214262
1998-10-17 02:17:00,ottawa (woodroffe &amp; baseline) (canada),on,ca,light,30,30 sec,from centre of Orion&#44 a seemingly far off single point of light&#44 brightness of a star&#44 moved downward to horizon&#44 side to side (about 2,2000-12-02,45.416667,-75.7
1998-10-17 03:38:00,lake stevens,wa,us,light,120,2 minutes,Craft with unusual sound flies over dark and fog shrouded Lake Stevens while being pursued by fast moving car.,1998-11-01,48.0152778,-122.0625
